100000 200000
71427 71417 926951256
21444 21447 907849877
65643 65644 113615723
18441 18446 548490426
87613 87621 891088737
27048 27049 99798866
22658 22657 265587691
66602 66603 784818323
17527 17528 787616972
70979 70977 652632824
33262 33263 1096328
86307 86304 226762807
74643 74644 232177633
97760 97759 213791737
53026 53027 348322299
4331 4332 111083700
68013 68014 53920485
23904 23894 750021089
29494 29502 485759673
41274 41273 318868936
28807 28808 151039768
65099 65100 648331971
46354 46355 506971693
13227 13231 741482644
48553 48550 786426895
17249 17248 766473268
51866 51871 392888217
95622 95623 39373787
4327 4328 752979180
51064 51067 995393992
14871 14875 26873596
99035 99036 643915438
11946 11956 569785051
955 953 582100322
16733 16729 134156893
59116 59117 17890214
49329 49330 432235207
87901 87910 612217177
87756 87748 936750834
31659 31660 734767540
1074 1070 518444604
56736 56737 909529852
19254 19255 14193131
84722 84723 942135046
81910 81915 592587612
2206 2207 41630301
29209 29210 448718587
63174 63175 649479207
97094 97099 352675847
6016 6017 349203906
46264 46268 788745578
23105 23106 441901034
9406 9399 875198420
22342 22333 64779593
30212 30213 346126941
97080 97087 114603344
67520 67521 28143436
79424 79425 315324486
82510 82511 677600173
12275 12267 396539134
88223 88224 583128758
17413 17423 401647511
9885 9886 985901334
59489 59490 88696228
65213 65217 5953268
48783 48784 698205804
16423 16424 945952461
14911 14912 445005955
47669 47670 295853799
22249 22250 148162606
30110 30119 63424073
80727 80728 696221438
70785 70786 584925039
91499 91500 7969276
92614 92615 413137667
97807 97806 848240180
16054 16055 390249287
19030 19023 12396931
15966 15973 474963669
18990 18997 192716917
79502 79506 37038701
59890 59894 970804251
92762 92763 128930226
91930 91926 916007560
38621 38622 783807287
69614 69612 852284057
49436 49429 760969672
1994 1995 878768574
739 740 331400051
98274 98269 707515211
25932 25933 207133623
24992 24993 873366569
82332 82326 912834393
78825 78826 457106835
99061 99065 601158924
97146 97147 252685468
21583 21584 201483732
74046 74047 687222363
1113 1108 828752454
59979 59980 339381819
93724 93720 160980331
72420 72421 913736065
48785 48779 262192274
63855 63850 199358115
74781 74782 180540309
57452 57453 464293392
89772 89773 245379515
37844 37849 736648039
32307 32309 189094376
43503 43513 274414979
45498 45499 845215380
37818 37819 534150617
94149 94154 794650675
64807 64808 444674351
76051 76048 312510588
39533 39529 849090282
55752 55753 269336893
21256 21260 629308524
647 648 747641918
99677 99667 307678343
15601 15607 148164528
32139 32141 590749466
65334 65329 52845519
75268 75265 167869829
83241 83242 821124383
80041 80042 468021391
48847 48844 888295789
50545 50546 501536443
20307 20298 566764367
41546 41538 750876197
55558 55549 602042962
21972 21973 210323642
54829 54824 476507364
30132 30133 452563942
46618 46619 652540751
87885 87876 83253376
35512 35513 385423929
3763 3769 376099238
41542 41543 765792375
19786 19787 481953162
20892 20893 851104465
1521 1515 42110333
91880 91881 526032223
57696 57697 404192917
51677 51678 645053070
88182 88179 926348131
93662 93663 728515500
48778 48779 911951667
11525 11522 881982603
91064 91063 491995801
51641 51645 619331000
65001 65002 824402115
34334 34335 742834973
64158 64168 883658392
24649 24650 558352209
60817 60818 451324202
20249 20250 728632073
14765 14766 147359386
50394 50395 856205055
6643 6653 114411616
74483 74491 527407601
76120 76130 445810
76888 76889 903292512
21282 21283 777673864
81564 81569 490910340
83881 83882 951487078
50891 50892 804402350
58111 58112 74412552
87204 87212 739017124
93439 93440 125741294
98057 98058 861401179
9271 9272 627195672
23674 23670 268156314
64211 64212 150128081
19216 19217 394785978
77361 77362 846647444
97788 97789 418039973
14457 14458 753090036
79960 79961 811130310
30532 30530 992511630
51158 51159 965526453
71961 71962 62617357
1975 1976 441861791
45045 45046 954419726
56659 56669 531997107
14927 14928 611604236
381 382 504228821
25950 25944 745257592
80659 80662 521577016
31298 31299 959606351
88297 88298 597849210
45269 45270 103882632
34312 34313 666416188
15568 15569 788224687
83537 83542 214783035
18624 18616 755048296
54380 54381 75432624
92459 92468 410685885
47896 47897 797700420
65377 65378 250583096
5148 5153 661607677
24665 24666 890362310
82001 82005 516609110
45382 45378 285538150
1363 1361 895501887
50211 50214 42927730
34233 34234 400344540
85565 85566 290397759
62596 62597 940245409
64401 64402 537287139
97806 97807 246738166
59278 59272 425694672
77851 77852 19171651
78892 78894 334635286
443 444 328878683
60944 60945 860226768
15700 15701 890809611
87319 87320 52978443
73847 73848 712308355
90337 90338 18423604
17329 17330 379195773
40356 40353 328776112
52165 52166 222307192
81416 81415 230685270
15987 15988 670750968
26058 26059 974285457
44806 44796 658301184
32610 32611 102574079
22448 22443 731775963
25761 25762 944674224
54289 54279 108510959
22602 22603 545272534
82344 82345 625078266
24568 24560 232281388
2941 2935 695069272
79396 79391 856372918
12350 12341 973766211
94827 94817 797828148
65449 65450 968710549
25145 25153 376283426
37276 37282 915223745
81656 81660 589216907
60870 60865 183376104
98615 98605 867277675
27278 27277 49446185
16490 16487 294278212
40319 40320 61355984
5077 5078 709898293
21826 21827 721015794
1191 1192 132961756
29183 29184 229860306
54090 54091 304468906
70930 70931 184024617
61453 61454 843562890
2509 2510 433118798
97042 97043 922876016
23236 23237 29574558
45306 45310 925627908
84695 84692 824676509
78856 78857 79695320
86598 86599 697546321
98661 98662 689676486
96389 96398 441070653
55773 55774 989738435
12798 12799 794675298
70241 70235 119389848
95714 95717 806508868
87117 87121 764579231
15824 15832 522831127
82245 82246 894269906
38574 38582 418644904
68255 68256 187825665
98775 98776 423697313
29017 29018 476222874
50780 50772 743683983
43225 43223 180953854
62735 62736 515235506
64199 64200 132947339
90699 90700 242577640
98056 98057 316702099
68784 68785 350609538
10262 10269 763409613
71780 71781 272445054
69266 69257 414767756
77862 77854 652673702
72819 72820 101896152
10583 10574 701117147
2291 2294 871482131
33226 33227 944916237
2377 2385 673550293
41672 41673 9505305
57904 57905 853976429
30536 30537 909161845
76268 76269 314641100
54751 54752 326056849
23051 23060 216278960
65934 65932 322116365
45547 45552 761860197
81831 81841 95988251
15430 15431 449673321
9539 9540 750494050
43306 43304 90990308
52645 52644 723901224
28143 28135 841911024
8736 8737 303157050
45288 45292 503055955
55656 55657 32785350
49542 49537 31946615
88863 88868 79322310
19581 19573 546668059
65616 65617 514208909
66782 66783 675623182
31015 31021 777778437
71925 71926 965024041
93008 93007 82716836
29688 29689 957394045
42378 42379 145778490
52613 52614 89662055
97863 97864 750000985
55385 55386 23019779
52975 52976 929707947
58217 58220 460331447
5646 5647 188756387
44553 44554 496398706
61282 61283 273878228
9186 9187 508713690
8059 8067 560764707
33927 33928 346073972
37497 37498 607251078
89672 89673 213609499
6335 6343 427619085
73713 73717 949294268
9656 9661 445337601
72059 72060 16556581
21134 21135 178683934
20198 20195 75020795
90719 90712 954740000
9966 9968 5772607
33669 33670 871457808
46727 46728 84403625
52034 52035 441900526
33394 33403 573951115
13510 13520 963701975
12083 12084 567779993
21454 21449 470401369
38363 38369 933896257
82978 82980 802137280
86654 86655 106492512
51206 51207 924260747
10305 10308 355087613
85210 85211 202389267
45298 45299 644531539
53374 53375 484650267
33645 33646 744568019
91584 91576 422972053
19217 19211 381804549
84024 84025 111610539
38316 38306 507417474
67097 67099 645781401
49249 49250 94332972
15346 15347 993569075
7563 7564 137472015
33619 33622 904237286
38334 38335 267537697
18426 18427 116997746
79660 79656 611196147
24876 24872 930762001
13928 13929 231813976
41296 41297 671728101
48557 48551 877650497
28674 28675 343604021
87218 87210 547678797
35600 35609 992467124
10418 10419 939102218
10633 10634 330620242
14977 14969 781905297
94681 94682 86796757
55577 55574 106898015
82406 82407 957774145
82675 82676 957316464
87788 87792 591710088
64965 64972 186831281
50267 50268 484594710
59293 59299 24105064
43284 43283 620984699
37807 37808 972798134
16353 16347 849471552
8063 8064 819297664
84416 84417 995196865
50991 50993 268989776
35791 35794 771830128
18124 18133 78766190
83895 83896 262891900
65464 65465 667008839
95199 95204 115973308
53585 53587 348059951
13223 13222 297570245
1211 1212 956893003
60691 60692 909212660
80984 80985 15609074
36161 36168 889688495
43933 43934 750937882
11379 11380 823866409
92991 92987 68104765
31494 31495 801829385
75108 75109 191991747
98535 98528 845156522
36215 36216 609074842
48566 48574 611071847
71602 71603 543951169
2749 2741 379540146
67060 67061 370650039
23439 23446 257843752
58743 58744 265987003
31455 31445 209686588
42026 42023 454352399
98779 98773 664733984
36022 36023 49375269
28923 28924 23468516
38990 38981 817792039
61608 61611 521707171
96313 96303 873382133
87743 87736 643996136
67026 67027 701657909
80952 80953 474225948
97127 97120 380900539
7610 7611 157100595
46810 46814 167050326
38213 38210 354840185
32872 32873 654811724
88819 88820 979969274
51608 51609 609886827
86375 86381 991409985
88294 88295 733684590
35941 35943 601917970
82529 82530 479962191
81416 81415 38352260
32201 32200 389443253
97511 97509 60371328
31971 31980 608515429
29911 29917 476183397
99182 99183 878618981
25498 25499 790783425
57919 57909 963547478
3834 3831 686589183
82282 82288 444392856
18502 18499 585154456
41986 41996 638519687
23483 23488 659959074
92265 92266 841928995
42640 42643 32920906
34976 34977 809914269
3235 3236 15772005
47369 47370 490662120
9997 9998 103401813
97032 97033 878755064
84323 84329 410705227
95574 95575 422180149
98873 98874 887828901
54288 54289 364798170
88808 88809 317717808
60036 60045 571863405
79967 79968 677762449
29636 29638 669125562
73337 73338 789485493
74920 74919 818515659
10364 10371 523164653
99159 99160 879350131
76897 76898 829580748
31898 31893 120812901
72756 72764 641467971
60328 60327 890535258
82002 82001 456487568
43228 43225 233062012
87638 87645 451804165
36615 36616 724477908
26000 26001 932989822
4349 4356 695447375
16156 16157 718124286
71864 71865 152372973
49096 49097 830794017
5848 5856 710382403
84291 84297 426400511
756 766 465530410
69367 69365 274525400
40079 40086 529890166
87974 87975 386823639
25770 25777 582119690
74478 74479 775482981
9302 9303 274536235
34016 34010 401056886
86217 86221 70440332
41396 41397 973775469
20015 20011 855326129
13419 13428 448583768
71350 71358 116209921
18123 18124 556790777
3855 3858 238336788
91342 91343 913238183
67802 67801 372207002
94946 94947 888674196
7043 7047 587778950
33923 33924 293548043
90056 90050 586392871
5578 5579 741446552
26134 26139 113190150
9899 9900 168408441
99194 99195 845425125
52714 52715 910462118
37460 37457 956299609
94891 94892 610088073
72071 72065 223554689
24443 24447 928847752
41888 41889 763257963
77903 77913 912711151
72418 72411 172861758
58955 58963 784636362
11265 11266 825779723
7658 7659 720389565
32637 32633 148064588
98241 98242 64524222
69848 69849 454358208
81491 81492 211225980
31655 31663 132815063
72691 72692 944544600
43126 43127 476164146
878 879 226497083
34834 34835 848708728
71353 71354 182060111
14484 14480 141646297
61817 61818 218082508
81269 81276 893424747
62111 62116 544202546
74920 74921 589910918
11947 11953 857464001
28032 28038 806010301
57592 57593 354970915
71086 71085 345530134
29100 29101 972131580
98057 98052 893469502
38366 38367 17810572
5285 5286 369061216
78962 78955 223287770
64928 64929 795108088
55000 55001 343021424
73651 73652 244635958
91656 91653 570505495
72359 72363 93730836
44118 44119 609115145
18914 18905 227234280
69282 69291 750013254
58336 58337 65984349
51923 51927 804305244
7826 7835 145597202
13022 13023 577134494
42906 42907 107010984
21650 21645 817953708
20977 20978 38294048
59882 59874 258496661
97173 97174 216186456
81228 81233 650356532
98884 98885 684453599
84586 84584 573314845
73849 73850 241047986
7980 7972 418916926
59644 59634 303932827
28921 28922 710698802
15719 15720 136298060
46875 46874 583477573
19569 19570 645642680
65876 65869 966100179
21528 21529 412484682
18813 18814 380863590
70823 70819 905070386
2969 2970 788045039
97130 97131 646777374
5085 5086 856234285
79058 79059 420438540
83413 83418 910978927
31115 31116 591940136
41369 41370 324954576
80734 80735 916065063
98941 98942 729915835
24598 24593 257646584
46980 46981 954753021
5984 5989 494692395
84947 84957 217867280
84916 84917 863966853
28295 28296 6552873
24680 24687 426856707
57007 57008 647249735
71488 71482 352778156
7778 7779 259512188
28786 28789 520622186
11718 11708 856443211
19658 19659 252699776
6081 6086 472036628
33981 33982 546550807
73725 73732 662718090
61349 61342 924924418
32328 32329 610560139
91246 91247 894588940
57668 57669 147172433
61711 61704 41437003
66730 66731 821505639
94599 94596 983128961
53987 53988 654674086
29923 29924 515028719
17346 17349 600456838
92573 92574 260041404
80829 80828 709266479
30224 30218 809753470
94672 94673 901144440
89443 89440 161325272
69966 69960 752647672
25246 25242 142509102
28959 28964 848526095
96407 96417 801160109
92344 92345 255470498
71109 71108 967055044
89502 89503 176539632
30687 30683 289735424
5783 5793 677363205
39585 39589 980900208
85301 85302 562923098
52337 52343 587920930
63607 63608 510327868
80687 80688 470817423
32248 32249 51735216
47610 47611 119230150
22588 22589 5184228
21777 21784 865008684
48959 48960 376044332
77024 77025 991431098
27610 27605 965151703
12417 12418 49383230
44017 44018 665937455
36545 36546 720726234
94807 94809 242630958
29355 29356 120605151
16152 16155 234667014
80763 80773 632528253
54611 54606 930549730
83757 83758 891803530
39937 39938 954364723
24747 24748 99054413
90665 90669 925762123
91550 91551 593690236
23926 23928 45275384
34237 34229 807099444
50494 50495 206706040
60621 60625 872174373
86196 86197 480778430
50708 50709 860771978
85452 85453 10845125
7724 7725 832937966
85020 85029 739048011
78315 78316 326977578
90311 90312 772480537
41063 41064 596449888
51225 51226 676435064
23223 23230 817947208
14866 14867 804949679
44875 44876 862469001
52520 52518 925058366
55652 55646 172269732
10521 10522 117133208
62028 62029 622618202
62096 62097 888714801
24242 24243 252487055
48244 48245 411402464
57168 57169 563769644
69641 69642 773769536
93679 93680 669314619
86343 86342 825786238
49498 49508 221303849
25629 25630 764058859
